For Example 68, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0012, 0.0094, 0.0467, 0.1107, 0.0003, 0.0000, 0.0032, 0.0346, 0.0258, 0.0000, 0.0042, 0.0000, 0.0196, 0.0206, 0.0126, 0.0137, 0.0167, 0.0133, 0.0006, 0.0000, 0.0000, 0.0011, 0.0054, 0.0202, 0.0000, 0.0060, 0.0283, 0.0000, 0.0116, 0.0223, 0.0157, 0.0031]
For Example 69, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0014, 0.0098, 0.0019, 0.0748, 0.2658, 0.0000, 0.0904, 0.0178, 0.0055, 0.0842, 0.0314, 0.1705, 0.0000, 0.0447, 0.4677, 0.0000, 0.2477, 0.0200, 0.0610, 0.0063, 0.3113, 1.2973, 0.0461, 0.0293, 0.0930, 0.0151, 0.0165, 0.0039, 0.0012, 0.0000, 0.0075, 0.0000]
For Example 70, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0047, 0.0178, 0.0014, 0.0937, 0.0119, 0.0018, 0.2867, 0.0122, 0.0000, 0.0032, 0.1039, 0.0123, 0.0170, 0.0000, 0.0250, 0.0046, 0.1466, 0.0317, 0.0000, 0.0000, 0.0304, 0.0021, 0.0245, 0.0046, 0.0453, 0.0383, 0.0391, 0.0734, 0.0070, 0.0174, 0.0000, 0.0458]
For Example 71, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0042, 0.0189, 0.0814, 1.3418, 0.2046, 0.0656, 0.6790, 0.0298, 0.2383, 0.0146, 0.1047, 0.0499, 0.5257, 0.0384, 0.0158, 0.1403, 0.0213, 0.0364, 0.0859, 0.0816, 0.0547, 0.1847, 0.0138, 0.0212, 0.0062, 0.0531, 0.0715, 0.0250, 0.0000, 0.0103, 0.0012, 0.0287]
For Example 73, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0063, 0.0510, 0.0000, 0.0000, 0.0037, 0.0569, 0.0078, 0.4092, 0.0391, 0.2038, 0.3705, 0.0709, 0.0150, 0.0032, 0.0065, 0.0178, 0.0794, 0.0346, 0.1077, 0.0025, 0.0842, 0.0102, 0.0344, 0.0499, 0.0856, 0.0927, 0.0000, 0.1321, 0.0049, 0.0088, 0.0129, 0.0031]
For Example 75, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0010, 0.0143, 0.0033, 0.0707, 0.0000, 0.0367, 0.0435, 0.0834, 0.0835, 0.1026, 0.0473, 0.0444, 0.0225, 0.0088, 0.0020, 0.0047, 0.0083, 0.0120, 0.2780, 0.0216, 0.0281, 0.0000, 0.0511, 0.0382, 0.0001, 0.0229, 0.0329, 0.0079, 0.0071, 0.0101, 0.0002, 0.0066]
For Example 76, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0058, 0.0174, 0.0008, 0.1158, 0.0768, 0.0243, 0.0000, 0.0404, 0.0454, 0.2510, 0.3314, 0.0102, 0.1109, 0.1449, 0.0178, 0.0380, 0.0515, 0.0143, 0.0331, 0.0119, 0.0067, 0.0449, 0.0016, 0.0038, 0.0255, 0.1279, 0.0967, 0.0024, 0.0010, 0.0022, 0.0000, 0.0013]
For Example 77, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0008, 0.0043, 0.0013, 0.1545, 0.3429, 0.0003, 0.0645, 0.0512, 0.1026, 0.1775, 0.1137, 0.0845, 0.0672, 0.0353, 0.0722, 0.0482, 0.0177, 0.1649, 0.0162, 0.1819, 0.2802, 0.0185, 0.0029, 0.0713, 0.0246, 0.0402, 0.0028, 0.0008, 0.0008, 0.0000, 0.0026, 0.0007]
For Example 78, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0024, 0.0109, 0.0087, 1.2381, 0.2712, 0.0637, 0.0005, 0.0000, 0.3983, 0.0193, 0.0347, 0.0381, 0.0210, 0.5343, 0.1218, 0.0001, 0.0716, 0.0482, 0.0190, 0.0391, 0.0001, 0.0169, 0.1094, 0.0781, 0.1076, 0.5262, 0.0343, 0.0817, 0.0389, 0.0107, 0.0039, 0.0013]
For Example 79, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0042, 0.0489, 0.0084, 0.0224, 0.0006, 0.0000, 0.0086, 0.0150, 0.0537, 1.2074, 0.3336, 0.3175, 0.0032, 0.6935, 0.0298, 0.1150, 0.2551, 0.1273, 0.0607, 0.0097, 0.0332, 0.0030, 0.0500, 0.1761, 0.0310, 0.0255, 0.0042, 0.1346, 0.0074, 0.0249, 0.0175, 0.1126]
